customer_id,date,revenue,country,segment,churned,users,marketing_spend,month_year
1002,02-01-2023,374,Australia,Startup,1,28,9587,2023-01
1015,02-01-2023,209,UK,SMB,0,33,4500,2023-01
1043,02-01-2023,740,UK,Enterprise,0,1,6036,2023-01
1077,02-01-2023,217,USA,Startup,0,13,4607,2023-01
1086,03-01-2023,266,Australia,SMB,0,19,7088,2023-01
1040,03-01-2023,925,UK,SMB,1,39,4768,2023-01
1032,03-01-2023,702,USA,SMB,0,28,9147,2023-01
1072,03-01-2023,878,India,Startup,0,13,1004,2023-01
1004,03-01-2023,240,Germany,Enterprise,0,33,5529,2023-01
1001,03-01-2023,166,USA,Enterprise,1,47,4675,2023-01
1046,03-01-2023,935,Australia,Startup,1,36,9942,2023-01
1003,03-01-2023,708,Germany,Enterprise,0,41,3876,2023-01
1061,03-01-2023,575,India,Enterprise,0,3,3203,2023-01
1078,03-01-2023,520,India,Startup,0,32,5563,2023-01
1091,03-01-2023,407,Germany,Enterprise,0,28,7319,2023-01
1057,03-01-2023,139,USA,SMB,0,37,5335,2023-01
1033,03-01-2023,753,UK,SMB,0,9,6632,2023-01
1067,03-01-2023,773,Australia,Enterprise,0,35,3824,2023-01
1100,03-01-2023,439,USA,Startup,0,47,509,2023-01
1094,03-01-2023,873,USA,Startup,0,33,2693,2023-01
1054,03-01-2023,273,India,Startup,0,25,4425,2023-01
1095,03-01-2023,876,UK,Enterprise,0,34,7766,2023-01
1060,03-01-2023,560,India,Enterprise,0,6,2500,2023-01
1039,03-01-2023,758,Australia,SMB,1,23,7640,2023-01
1050,03-01-2023,614,Australia,SMB,0,17,7745,2023-01
1006,03-01-2023,506,India,Startup,0,4,6065,2023-01
1066,03-01-2023,498,India,SMB,0,8,749,2023-01
1027,03-01-2023,723,UK,Startup,0,1,1577,2023-01
1097,03-01-2023,285,Australia,SMB,0,17,5219,2023-01
1051,03-01-2023,816,Australia,Enterprise,0,11,5030,2023-01
1042,03-01-2023,152,Germany,SMB,0,34,8517,2023-01
1015,03-01-2023,847,UK,Startup,1,38,8148,2023-01
1018,03-01-2023,384,Germany,SMB,0,17,2680,2023-01
1043,03-01-2023,846,Germany,SMB,1,10,3332,2023-01
1011,03-01-2023,557,Germany,Enterprise,1,2,4800,2023-01
1085,03-01-2023,175,UK,Startup,0,47,1260,2023-01
1038,03-01-2023,712,UK,SMB,0,4,8972,2023-01
1044,04-01-2023,364,Australia,SMB,0,33,1960,2023-01
1011,04-01-2023,711,Australia,SMB,0,48,7486,2023-01
1031,04-01-2023,495,India,Startup,0,31,1563,2023-01
1080,04-01-2023,278,Germany,Startup,0,20,8695,2023-01
1059,04-01-2023,896,India,SMB,0,2,1346,2023-01
1099,04-01-2023,764,USA,Startup,0,5,6969,2023-01
1016,04-01-2023,459,Germany,Startup,0,20,4708,2023-01
1089,04-01-2023,189,India,SMB,0,38,2328,2023-01
1085,04-01-2023,943,UK,Startup,0,43,4244,2023-01
1033,04-01-2023,951,USA,SMB,0,10,2719,2023-01
1066,04-01-2023,947,Australia,SMB,0,37,3332,2023-01
1100,04-01-2023,826,UK,Startup,0,35,9810,2023-01
1065,04-01-2023,866,Australia,SMB,0,14,2408,2023-01
1095,04-01-2023,425,UK,Enterprise,0,35,3060,2023-01
1006,04-01-2023,345,Germany,Enterprise,0,41,9944,2023-01
1092,04-01-2023,319,Germany,SMB,0,37,3398,2023-01
1097,04-01-2023,428,USA,SMB,0,45,1565,2023-01
1039,04-01-2023,138,USA,Startup,0,32,8304,2023-01
1088,04-01-2023,471,India,Startup,0,33,3212,2023-01
1076,04-01-2023,194,India,Startup,0,14,4187,2023-01
1009,04-01-2023,153,UK,Startup,0,6,1702,2023-01
1064,04-01-2023,603,Germany,Startup,0,33,9169,2023-01
1050,05-01-2023,435,USA,Startup,0,17,7283,2023-01
1059,05-01-2023,988,UK,Startup,0,24,2490,2023-01
1065,05-01-2023,229,Australia,Enterprise,0,43,5257,2023-01
1072,05-01-2023,715,Germany,SMB,0,7,5444,2023-01
1024,05-01-2023,133,India,Enterprise,0,22,5682,2023-01
1044,05-01-2023,750,India,Startup,0,13,9681,2023-01
1007,05-01-2023,264,UK,Startup,0,32,3217,2023-01
1003,05-01-2023,334,India,Enterprise,0,16,7686,2023-01
1034,05-01-2023,67,India,SMB,0,2,7145,2023-01
1017,05-01-2023,162,USA,SMB,0,4,6516,2023-01
1039,05-01-2023,313,Australia,Startup,1,32,5373,2023-01
1030,05-01-2023,507,UK,SMB,0,33,554,2023-01
1063,05-01-2023,525,USA,Startup,0,1,6454,2023-01
1016,05-01-2023,492,Australia,SMB,0,37,7222,2023-01
1081,05-01-2023,100,India,Startup,0,35,2643,2023-01
1042,05-01-2023,137,UK,Enterprise,0,14,1322,2023-01
1048,05-01-2023,993,USA,Startup,0,33,2698,2023-01
1080,05-01-2023,134,UK,Enterprise,0,29,4677,2023-01
1032,05-01-2023,563,India,Startup,0,11,5341,2023-01
1019,05-01-2023,435,UK,Startup,0,20,1304,2023-01
1090,05-01-2023,983,India,SMB,0,35,6119,2023-01
1041,05-01-2023,555,Germany,Enterprise,0,46,4723,2023-01
1051,05-01-2023,785,India,SMB,0,14,3099,2023-01
1021,05-01-2023,286,India,Startup,0,22,3041,2023-01
1073,05-01-2023,53,USA,SMB,1,34,9496,2023-01
1054,05-01-2023,124,USA,Enterprise,0,41,7684,2023-01
1013,06-01-2023,96,USA,Startup,1,26,7624,2023-01
1098,06-01-2023,135,USA,Startup,0,7,4732,2023-01
1099,06-01-2023,932,USA,Startup,1,18,3794,2023-01
1037,06-01-2023,421,UK,SMB,0,39,5892,2023-01
1058,06-01-2023,575,UK,Enterprise,0,37,3483,2023-01
1044,06-01-2023,232,Germany,Startup,0,49,5968,2023-01
1072,06-01-2023,970,Australia,SMB,0,45,9823,2023-01
1004,06-01-2023,943,USA,Startup,0,34,4846,2023-01
1068,06-01-2023,808,Australia,Enterprise,0,32,4310,2023-01
1093,06-01-2023,940,Germany,Enterprise,0,29,8936,2023-01
1077,06-01-2023,797,India,Startup,0,30,1420,2023-01
1018,06-01-2023,408,Germany,Enterprise,0,49,2550,2023-01
1014,06-01-2023,478,USA,SMB,0,25,9123,2023-01
1032,06-01-2023,754,Australia,SMB,0,15,8556,2023-01
1028,06-01-2023,393,Germany,Startup,1,37,9630,2023-01
1007,06-01-2023,429,UK,SMB,0,25,8378,2023-01
1056,06-01-2023,613,Germany,Startup,0,29,5929,2023-01
1008,06-01-2023,934,UK,Enterprise,0,43,1324,2023-01
1016,06-01-2023,267,India,Enterprise,1,6,2296,2023-01
1095,06-01-2023,103,India,Enterprise,1,49,8157,2023-01
1015,06-01-2023,468,USA,SMB,0,24,8694,2023-01
1049,06-01-2023,209,UK,SMB,0,47,5175,2023-01
1023,06-01-2023,959,Australia,SMB,0,3,9679,2023-01
1097,06-01-2023,590,India,Startup,1,12,1454,2023-01
1008,07-01-2023,753,Australia,Startup,0,12,5626,2023-01
1025,07-01-2023,78,UK,Enterprise,0,15,3856,2023-01
1020,07-01-2023,565,India,Startup,0,39,3842,2023-01
1086,07-01-2023,936,Australia,Enterprise,0,32,3655,2023-01
1075,07-01-2023,71,UK,Startup,0,44,1488,2023-01
1035,07-01-2023,70,Australia,Startup,1,19,6126,2023-01
1022,07-01-2023,306,USA,SMB,0,35,3556,2023-01
1065,07-01-2023,842,Germany,SMB,0,16,4110,2023-01
1052,07-01-2023,633,Germany,SMB,0,29,3880,2023-01
1097,07-01-2023,569,UK,SMB,0,7,1459,2023-01
1026,07-01-2023,989,Australia,SMB,0,46,1026,2023-01
1047,07-01-2023,202,India,SMB,0,36,9212,2023-01
1001,07-01-2023,727,India,Startup,0,2,5963,2023-01
1011,07-01-2023,633,UK,Enterprise,0,21,8965,2023-01
1034,07-01-2023,369,USA,SMB,1,38,6654,2023-01
1021,07-01-2023,350,India,Enterprise,1,41,1278,2023-01
1078,07-01-2023,263,UK,Enterprise,0,46,6291,2023-01
1004,07-01-2023,512,Germany,Enterprise,0,32,8532,2023-01
1080,07-01-2023,51,India,Enterprise,0,30,7232,2023-01
1015,07-01-2023,165,USA,SMB,0,38,7514,2023-01
1091,07-01-2023,139,USA,SMB,0,42,9578,2023-01
1069,08-01-2023,786,UK,SMB,0,48,9631,2023-01
1100,08-01-2023,575,USA,Startup,0,38,5148,2023-01
1001,08-01-2023,367,Germany,Enterprise,0,39,3655,2023-01
1016,08-01-2023,179,India,Startup,0,28,2613,2023-01
1098,08-01-2023,212,Australia,Enterprise,0,40,5055,2023-01
1064,08-01-2023,725,Australia,Startup,0,11,3581,2023-01
1090,08-01-2023,756,USA,Enterprise,0,30,3932,2023-01
1034,08-01-2023,306,Australia,Startup,1,20,9999,2023-01
1088,08-01-2023,170,UK,Enterprise,0,12,4068,2023-01
1011,08-01-2023,681,Germany,Startup,0,44,1774,2023-01
1085,08-01-2023,965,USA,SMB,0,37,9735,2023-01
1043,08-01-2023,331,Australia,Enterprise,0,6,5678,2023-01
1038,08-01-2023,886,India,Enterprise,0,12,5085,2023-01
1052,08-01-2023,325,Australia,SMB,1,43,625,2023-01
1023,08-01-2023,266,USA,Enterprise,0,31,7851,2023-01
1068,08-01-2023,544,UK,SMB,0,38,6794,2023-01
1040,08-01-2023,433,Australia,SMB,0,8,8820,2023-01
1027,08-01-2023,825,Australia,SMB,0,22,1698,2023-01
1042,08-01-2023,851,India,Startup,1,43,6589,2023-01
1002,08-01-2023,463,USA,SMB,0,8,802,2023-01
1063,08-01-2023,793,India,Startup,1,46,3572,2023-01
1095,08-01-2023,196,Australia,Enterprise,0,28,4533,2023-01
1087,08-01-2023,753,India,Enterprise,0,48,7424,2023-01
1017,08-01-2023,634,Australia,Enterprise,0,11,3673,2023-01
1057,08-01-2023,543,Germany,SMB,0,34,8261,2023-01
1039,08-01-2023,446,India,Startup,0,11,4212,2023-01
1047,08-01-2023,393,India,Enterprise,0,12,5306,2023-01
1048,08-01-2023,192,Australia,Startup,0,25,1940,2023-01
1054,08-01-2023,354,India,Startup,0,26,7510,2023-01
1081,08-01-2023,671,USA,SMB,0,3,6728,2023-01
1005,08-01-2023,843,USA,SMB,1,29,1677,2023-01
1014,09-01-2023,680,Australia,Enterprise,0,37,1487,2023-01
1006,09-01-2023,504,UK,SMB,0,13,7152,2023-01
1086,09-01-2023,490,India,SMB,0,7,7280,2023-01
1053,09-01-2023,216,India,Enterprise,0,24,2849,2023-01
1097,09-01-2023,580,Germany,SMB,0,32,9882,2023-01
1041,09-01-2023,670,Germany,Enterprise,0,3,572,2023-01
1073,09-01-2023,697,India,Startup,0,39,1207,2023-01
1069,09-01-2023,830,India,SMB,0,44,4110,2023-01
1038,09-01-2023,209,Australia,SMB,0,3,8479,2023-01
1067,09-01-2023,430,USA,Startup,0,2,5791,2023-01
1003,09-01-2023,819,India,Startup,0,30,4711,2023-01
1060,09-01-2023,313,Germany,SMB,1,13,3874,2023-01
1054,09-01-2023,360,USA,SMB,0,16,3583,2023-01
1090,09-01-2023,706,Germany,Startup,1,45,7946,2023-01
1092,09-01-2023,397,UK,SMB,1,40,9055,2023-01
1012,09-01-2023,370,India,SMB,0,6,7049,2023-01
1074,09-01-2023,505,India,Enterprise,0,38,3285,2023-01
1061,09-01-2023,558,Germany,Enterprise,0,45,2908,2023-01
1040,09-01-2023,390,USA,Startup,0,1,6462,2023-01
1100,09-01-2023,884,Germany,SMB,0,4,4906,2023-01
1017,09-01-2023,311,UK,SMB,0,22,5935,2023-01
1065,09-01-2023,150,Germany,SMB,0,49,9285,2023-01
1066,09-01-2023,478,UK,SMB,0,30,8129,2023-01
1033,09-01-2023,183,UK,Startup,0,9,8342,2023-01
1055,09-01-2023,627,UK,SMB,0,14,6407,2023-01
1089,09-01-2023,817,USA,Enterprise,0,33,4759,2023-01
1024,09-01-2023,144,India,SMB,0,46,3030,2023-01
1059,09-01-2023,986,India,Enterprise,0,8,3464,2023-01
1078,09-01-2023,586,Germany,Enterprise,0,32,9234,2023-01
1032,09-01-2023,895,Germany,SMB,0,6,3219,2023-01
1056,09-01-2023,910,UK,SMB,0,23,7110,2023-01
1025,10-01-2023,764,USA,Startup,0,49,578,2023-01
1059,10-01-2023,962,Germany,Startup,0,19,7583,2023-01
1012,10-01-2023,498,Australia,Enterprise,0,23,3956,2023-01
1047,10-01-2023,670,UK,Startup,0,5,647,2023-01
1092,10-01-2023,326,USA,Startup,0,11,5031,2023-01
1061,10-01-2023,448,UK,Startup,0,43,9464,2023-01
1067,10-01-2023,399,USA,SMB,0,48,8004,2023-01
1049,10-01-2023,272,India,Enterprise,0,3,2327,2023-01
1053,10-01-2023,431,Germany,SMB,0,25,9069,2023-01
1048,10-01-2023,168,USA,SMB,0,12,6478,2023-01
1084,10-01-2023,537,USA,SMB,0,32,4483,2023-01
1019,10-01-2023,337,Germany,SMB,0,15,9627,2023-01
1057,10-01-2023,451,India,Enterprise,0,14,6767,2023-01
1033,10-01-2023,675,Germany,SMB,1,44,1185,2023-01
1046,10-01-2023,162,Australia,Startup,0,30,538,2023-01
1064,10-01-2023,546,Germany,Enterprise,0,21,7665,2023-01
1024,10-01-2023,710,Germany,Startup,0,22,4830,2023-01
1076,10-01-2023,394,Germany,Enterprise,0,2,5058,2023-01
1045,10-01-2023,485,UK,SMB,0,23,4683,2023-01
1098,10-01-2023,93,Australia,SMB,0,33,9206,2023-01
1070,10-01-2023,752,UK,Startup,0,39,6751,2023-01
1006,10-01-2023,416,India,Enterprise,0,42,7853,2023-01
1029,10-01-2023,705,India,Enterprise,0,4,5843,2023-01
1086,10-01-2023,881,USA,SMB,0,10,1928,2023-01
1003,10-01-2023,945,UK,Startup,0,48,5632,2023-01
1008,10-01-2023,442,Germany,SMB,0,12,1537,2023-01
1041,10-01-2023,682,USA,Enterprise,0,11,4483,2023-01
1090,10-01-2023,804,UK,Enterprise,0,47,5751,2023-01
1020,10-01-2023,69,USA,SMB,0,37,8409,2023-01
1091,10-01-2023,518,Australia,SMB,0,4,1580,2023-01
1077,10-01-2023,990,Germany,Enterprise,0,4,3792,2023-01
1030,10-01-2023,575,UK,Enterprise,0,4,4459,2023-01
1043,10-01-2023,815,USA,SMB,0,31,3890,2023-01
1042,10-01-2023,927,UK,SMB,0,12,1041,2023-01
1094,10-01-2023,363,Australia,Startup,0,19,9123,2023-01
1035,10-01-2023,734,Germany,SMB,0,33,1669,2023-01
1075,10-01-2023,880,Germany,Enterprise,0,47,1519,2023-01
1072,10-01-2023,167,Australia,Enterprise,0,4,1159,2023-01
1086,11-01-2023,630,UK,Startup,0,24,2438,2023-01
1059,11-01-2023,420,India,Enterprise,0,41,6804,2023-01
1040,11-01-2023,227,Australia,Startup,0,7,1097,2023-01
1074,11-01-2023,338,India,Enterprise,0,28,7597,2023-01
1068,11-01-2023,92,India,Startup,0,17,2133,2023-01
1085,11-01-2023,543,USA,Enterprise,0,5,2037,2023-01
1023,11-01-2023,71,India,SMB,0,16,4250,2023-01
1052,11-01-2023,135,Germany,Startup,0,10,1110,2023-01
1032,11-01-2023,753,UK,Startup,0,32,2824,2023-01
1084,11-01-2023,581,USA,Startup,0,22,6274,2023-01
1083,11-01-2023,425,Australia,Startup,0,28,1281,2023-01
1017,11-01-2023,972,Australia,Enterprise,0,28,7693,2023-01
1045,11-01-2023,930,USA,Enterprise,0,3,9759,2023-01
1089,11-01-2023,146,USA,Startup,0,23,7244,2023-01
1008,11-01-2023,428,USA,Startup,0,11,3051,2023-01
1002,11-01-2023,317,USA,Enterprise,0,21,7739,2023-01
1098,11-01-2023,616,India,Startup,0,46,5723,2023-01
1033,11-01-2023,259,USA,SMB,0,7,5443,2023-01
1043,11-01-2023,436,Australia,Startup,0,43,4635,2023-01
1066,11-01-2023,535,India,Enterprise,0,8,1112,2023-01
1096,11-01-2023,977,Germany,Startup,0,30,7009,2023-01
1029,11-01-2023,807,UK,Enterprise,0,46,7683,2023-01
1082,11-01-2023,178,Australia,Startup,0,30,4864,2023-01
1027,11-01-2023,211,Germany,SMB,1,27,8504,2023-01
1018,11-01-2023,586,UK,Enterprise,0,20,8333,2023-01
1055,11-01-2023,431,Australia,Startup,0,29,764,2023-01
1011,11-01-2023,421,USA,SMB,0,44,8044,2023-01
1073,11-01-2023,444,USA,Startup,0,9,9846,2023-01
1076,11-01-2023,637,Germany,SMB,0,21,6799,2023-01
1034,11-01-2023,809,USA,SMB,0,35,2215,2023-01
1093,11-01-2023,595,India,Startup,0,11,7596,2023-01
1012,11-01-2023,328,India,Enterprise,0,30,8450,2023-01
1062,11-01-2023,908,UK,Enterprise,0,16,6549,2023-01
1013,11-01-2023,115,UK,Startup,0,9,6279,2023-01
1053,11-01-2023,173,India,Startup,0,3,7159,2023-01
1085,12-01-2023,381,Germany,SMB,0,41,7248,2023-01
1060,12-01-2023,455,Australia,Startup,0,29,2346,2023-01
1010,12-01-2023,504,Germany,SMB,0,3,693,2023-01
1031,12-01-2023,211,UK,Startup,1,8,9802,2023-01
1090,12-01-2023,983,India,SMB,0,12,9421,2023-01
1066,12-01-2023,332,UK,SMB,1,29,3300,2023-01
1034,12-01-2023,916,UK,Enterprise,0,49,7296,2023-01
1099,12-01-2023,750,India,SMB,0,8,5150,2023-01
1068,12-01-2023,453,Germany,Enterprise,0,21,4328,2023-01
1037,12-01-2023,994,USA,Startup,0,41,2300,2023-01
1056,12-01-2023,393,Australia,Enterprise,0,24,3366,2023-01
1032,12-01-2023,620,India,Startup,0,11,2017,2023-01
1013,12-01-2023,708,UK,Enterprise,1,45,8710,2023-01
1086,12-01-2023,381,Australia,Enterprise,0,48,6548,2023-01
1001,12-01-2023,350,USA,Startup,1,5,5115,2023-01
1071,12-01-2023,202,UK,SMB,0,45,7074,2023-01
1061,12-01-2023,776,India,Startup,0,18,4533,2023-01
1078,12-01-2023,373,India,Startup,0,37,2274,2023-01
1027,12-01-2023,461,Germany,Enterprise,0,15,6389,2023-01
1005,12-01-2023,846,India,SMB,0,11,9601,2023-01
1097,12-01-2023,259,UK,SMB,0,39,1270,2023-01
1018,12-01-2023,133,UK,Enterprise,1,38,886,2023-01
1050,12-01-2023,961,USA,Enterprise,0,12,2966,2023-01
1043,12-01-2023,284,India,Startup,0,26,5976,2023-01
1067,12-01-2023,262,India,Startup,0,23,1931,2023-01
1012,12-01-2023,554,Germany,Enterprise,0,18,7063,2023-01
1029,12-01-2023,660,Australia,Startup,0,38,3759,2023-01
1049,12-01-2023,413,USA,Startup,0,44,7490,2023-01
1016,12-01-2023,90,UK,SMB,0,36,4500,2023-01
1084,12-01-2023,969,USA,Enterprise,0,37,5428,2023-01
1024,12-01-2023,242,Germany,Startup,0,18,2511,2023-01
1096,12-01-2023,468,UK,Startup,0,11,2329,2023-01
1070,12-01-2023,625,Australia,SMB,0,12,1554,2023-01
1002,12-01-2023,437,India,Enterprise,1,30,3915,2023-01
1038,13-01-2023,744,USA,SMB,0,24,2954,2023-01
1025,13-01-2023,448,UK,Startup,1,17,6568,2023-01
1020,13-01-2023,780,USA,Startup,0,47,3319,2023-01
1016,13-01-2023,952,Australia,Startup,0,9,2363,2023-01
1041,13-01-2023,165,Australia,Enterprise,0,33,4435,2023-01
1087,13-01-2023,889,UK,Startup,0,5,9634,2023-01
1094,13-01-2023,543,Australia,Startup,0,32,4617,2023-01
1014,13-01-2023,398,UK,Startup,0,42,776,2023-01
1082,13-01-2023,253,USA,Enterprise,0,30,4652,2023-01
1010,13-01-2023,783,UK,Startup,0,26,4708,2023-01
1009,13-01-2023,537,UK,Enterprise,0,37,6644,2023-01
1061,13-01-2023,960,Australia,Enterprise,0,5,2735,2023-01
1033,13-01-2023,177,India,Startup,0,35,3675,2023-01
1048,13-01-2023,584,India,SMB,0,4,9105,2023-01
1078,13-01-2023,407,UK,Startup,0,14,687,2023-01
1097,13-01-2023,734,USA,Enterprise,1,38,6147,2023-01
1007,13-01-2023,115,India,Startup,0,16,7855,2023-01
1023,13-01-2023,371,USA,SMB,0,47,3055,2023-01
1012,13-01-2023,339,UK,Startup,1,27,4201,2023-01
1088,13-01-2023,782,Australia,Startup,0,41,6289,2023-01
1052,13-01-2023,486,Australia,Enterprise,0,19,7980,2023-01
1096,13-01-2023,330,India,Startup,0,10,8151,2023-01
1056,14-01-2023,446,Germany,Startup,0,9,4924,2023-01
1040,14-01-2023,215,UK,SMB,0,33,9888,2023-01
1099,14-01-2023,798,USA,Enterprise,0,7,7670,2023-01
1016,14-01-2023,77,Germany,Enterprise,0,1,9047,2023-01
1096,14-01-2023,582,Germany,Startup,0,49,4713,2023-01
1070,14-01-2023,103,USA,Enterprise,0,10,4248,2023-01
1061,14-01-2023,151,USA,SMB,0,14,1174,2023-01
1066,14-01-2023,970,UK,Startup,0,12,3753,2023-01
1089,14-01-2023,933,Australia,Startup,0,26,4423,2023-01
1002,14-01-2023,168,Germany,Startup,0,28,3245,2023-01
1003,14-01-2023,844,Australia,SMB,0,30,3292,2023-01
1060,14-01-2023,723,Australia,SMB,0,32,2024,2023-01
1046,14-01-2023,714,India,Startup,0,12,1219,2023-01
1007,14-01-2023,604,Australia,Enterprise,1,47,4902,2023-01
1048,14-01-2023,506,UK,Enterprise,0,8,9335,2023-01
1097,14-01-2023,665,UK,Enterprise,0,34,5845,2023-01
1042,14-01-2023,461,Australia,Startup,0,44,9933,2023-01
1072,14-01-2023,565,USA,Enterprise,0,32,9671,2023-01
1005,14-01-2023,483,UK,Startup,0,22,732,2023-01
1081,14-01-2023,578,UK,SMB,0,42,525,2023-01
1090,14-01-2023,74,USA,Startup,0,11,9152,2023-01
1086,14-01-2023,742,Germany,Startup,0,11,9182,2023-01
1098,14-01-2023,882,India,Startup,1,24,8105,2023-01
1035,14-01-2023,749,India,Startup,0,46,3813,2023-01
1058,14-01-2023,843,India,SMB,0,41,2795,2023-01
1039,14-01-2023,615,India,SMB,0,34,3283,2023-01
1051,14-01-2023,622,USA,Enterprise,1,6,3145,2023-01
1045,15-01-2023,724,UK,Enterprise,0,26,3265,2023-01
1090,15-01-2023,66,USA,Enterprise,0,20,1192,2023-01
1015,15-01-2023,140,USA,Enterprise,0,26,4199,2023-01
1073,15-01-2023,904,USA,Startup,0,41,2413,2023-01
1072,15-01-2023,242,India,SMB,0,45,3280,2023-01
1027,15-01-2023,629,Australia,Startup,0,21,6742,2023-01
1025,15-01-2023,637,USA,Startup,0,7,7970,2023-01
1014,15-01-2023,376,USA,Enterprise,0,4,9565,2023-01
1079,15-01-2023,133,USA,Enterprise,0,41,1114,2023-01
1052,15-01-2023,607,Germany,SMB,0,4,770,2023-01
1049,15-01-2023,470,India,Startup,0,27,4107,2023-01
1099,15-01-2023,585,USA,Startup,0,49,7114,2023-01
1007,15-01-2023,230,Germany,Startup,1,31,8945,2023-01
1083,15-01-2023,230,India,Enterprise,0,6,1880,2023-01
1069,15-01-2023,874,USA,Startup,0,21,4807,2023-01
1098,15-01-2023,564,UK,SMB,0,28,3609,2023-01
1080,15-01-2023,560,Germany,Startup,0,13,2349,2023-01
1031,15-01-2023,355,Australia,Enterprise,0,14,7852,2023-01
1091,15-01-2023,431,UK,Startup,0,39,5641,2023-01
1100,15-01-2023,262,Australia,Enterprise,0,31,3773,2023-01
1012,15-01-2023,81,UK,SMB,0,9,9668,2023-01
1096,15-01-2023,700,USA,SMB,0,4,6179,2023-01
1005,15-01-2023,485,India,Startup,0,38,3300,2023-01
1040,15-01-2023,882,India,Startup,0,41,7861,2023-01
1061,15-01-2023,153,UK,SMB,1,23,666,2023-01
1082,15-01-2023,558,India,Enterprise,0,41,3024,2023-01
1023,15-01-2023,122,Australia,SMB,0,3,3908,2023-01
1060,15-01-2023,624,India,Startup,0,1,7606,2023-01
1054,15-01-2023,523,Germany,SMB,0,43,2407,2023-01
1066,15-01-2023,468,USA,Enterprise,1,4,7371,2023-01
1038,15-01-2023,364,Australia,Startup,0,33,8612,2023-01
1086,15-01-2023,217,UK,Enterprise,0,27,889,2023-01
1021,15-01-2023,574,UK,Startup,0,43,1981,2023-01
1035,15-01-2023,138,Germany,Startup,0,23,3593,2023-01
1084,15-01-2023,932,India,Enterprise,0,14,9066,2023-01
1051,15-01-2023,500,USA,Startup,1,18,5095,2023-01
1010,15-01-2023,513,Germany,Enterprise,0,11,639,2023-01
1051,16-01-2023,996,Australia,Startup,0,36,9301,2023-01
1093,16-01-2023,463,India,Enterprise,0,49,4896,2023-01
1095,16-01-2023,117,India,Enterprise,0,1,8317,2023-01
1067,16-01-2023,469,India,Enterprise,0,32,8467,2023-01
1060,16-01-2023,311,India,SMB,0,35,2279,2023-01
1070,16-01-2023,556,Australia,Startup,0,47,4176,2023-01
1084,16-01-2023,428,India,Startup,0,28,4638,2023-01
1081,16-01-2023,426,India,SMB,0,45,9060,2023-01
1085,16-01-2023,806,Germany,Startup,0,33,6636,2023-01
1032,16-01-2023,415,Australia,Startup,0,40,8752,2023-01
1023,16-01-2023,995,UK,SMB,0,11,2051,2023-01
